,sentiment,content
400,8,@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today
401,12,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...
402,12,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
403,12,my dog ran awayyy
404,6,@all_is_one84 Those suck so bad.
405,12,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain."
406,9,"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go"
407,12,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp
408,7,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!
409,2,@exortabreedoll what happen to the maids of yours? Quit once again? ...
410,10,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
411,6,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
412,10,@Penguin_J heehee. i love you! i am tired.
413,12,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
414,12,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
415,12,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
416,10,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day"
417,2,went to the beach and it started raining
418,10,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
419,9,"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward..."
420,8,@nayRyelgiuQ airport? and you didnt show up tonight homo!
421,12,@charloro jealous  it looks like schindler's list in toronto
422,3,I want another tatt
423,8,@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:
424,3,"So, I need to make a lot of money tomorrow"
425,10,@joiskol  being in your room makes me sad.
426,12,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
427,8,for the gays i only made 200 tonight
428,10,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
429,10,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!"
430,11,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.
431,8,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing"
432,10,@meljachin: eww. dislike
433,12,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
434,8,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....
435,10,"@SuzyDunkley sorry bout the cat,"
436,8,needs to have an increase on her salary  http://plurk.com/p/wxluu
437,12,my stomach feels like it's touching the ground..i'm SO full
438,7,Pug just woke me from an incredible sleep!
439,7,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!
440,12,Sooo much work so little time
441,10,missed iron chef
442,10,@thevowel the DS version sucks
443,10,what a bad day
444,3,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun
445,6,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
446,12,"Ugh, my internet was down!"
447,11,omg i didnt tweet all that much today.... *sadness*
448,12,is feeling so giddy and wanna go home.
449,8,the week just wasnt the same without an adam lambert performance!!!
450,8,@rockingjude The link doesn't work
451,12,Up and packing. Its the last day of youth camp
452,8,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee.."
453,8,Smh @ hiphop nursery rhymes
454,12,Somebody please save the polar bears!
455,5,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol
456,11,@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work
457,12,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
458,12,guess im staying home tonight...no movie-ing for me
459,10,went to the cd store to search for the cd. But
460,12,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs
461,10,I miss my mom..  &quot;May angels lead you in&quot;
462,7,there's really no android twitter app of Tweetie's calibre
463,6,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;
464,8,"@taylor_d No, it's not..."
465,10,@chocolovere i feel the same way every day
466,10,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
467,8,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it
468,10,Sleppytime. Really missing my godfather right now. Love you Wayne
469,10,So have a headache right now and it sucks
470,12,@JayDz hope ya sleepin well  guys still here
471,4,"i should be finished.... but i'm not.  color drawing, here i come."
472,10,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please"
473,10,"comfort food of the day: pan mee. though, it didnt taste any good.."
474,12,damn being drunk and hot sucks
475,10,misses my baby.
476,12,is not sleeping because he has paperwork to do.
477,12,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
478,12,"midnight cry.. wish the person I wanted, wanted me right now"
479,8,@mousebudden I'ma need you to follow me real quick cause I can't DM you
480,10,I'm poorly and can't sleep
481,12,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
482,12,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz"
483,12,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
484,12,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
485,12,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
486,12,didnt say goodnight to you
487,6,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]
488,10,has work tom.
489,8,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.
490,8,Can't sleep and nothings on tv!!
491,7,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now"
492,8,@KallieT oh ... you've been superseeded?  not good enough
493,10,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
494,0,fuckin'm transtelecom
495,1,"is really, really bored... I guess I will go to bed"
496,12,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store
497,11,@ModelTheany  tee we beefin....what was u supposed to do before leavin????
498,10,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
499,10,@nickkk_ that sucks!
500,8,@dorkydeanna IIII know!!! and mean
501,10,Having Fever  dont feel to work
502,12,"Taking Horse Pills, hoping I can get some sleep tonight"
503,8,@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one
504,10,missing @MeLDiBiAsE...6 days can't pass quick enough
505,6,@juliaiiivir Hey! That's my school! I hate that place.
506,10,"Working from home today, my back is killing me  Doctor and then physio after later today."
507,8,back to work.. with no distractions..
508,5,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!"
509,8,awwww  i never noticed this http://bit.ly/RConp
510,8,"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite"
511,12,"Looks like it's going to be too nice to work today, how annoying as I have no choice"
512,8,@mygoldmask did you guys keep a set list? I forgot to ask for one  xx
513,8,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic"
514,12,is desperatly hoping my dad takes me to vanessa's game
515,12,@pb_and_jay hi!  Fuck your job!
516,10,Missing you all deeply
517,8,"the time you go to bed,  i have to get up to go to work"
518,5,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot"
519,10,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
520,8,"@miss_cheryl Lucky, now I want to teleport"
521,12,Somebody please save the polar bears!
522,12,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =(("
523,10,I don't want her to leave..
524,9,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
525,5,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam"
526,2,wut do i do now????
527,0,Working   But it's Fridaaaayyyyy
528,12,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.
529,12,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late
530,10,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack"
531,11,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.
532,10,@WillyNorthpole I wish I was there
533,10,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
534,8,FC is finally up again. it's about time. i hate that this keeps happening
535,8,seriously bored without anyone to talk to... but not tired enough for sleep
536,10,morning again! I hate mornings. So offensive!
537,8,@keytar still!! give your computer a break omg
538,10,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
539,8,where u at?
540,10,@brianshead waah. We're no longer your peeps.
541,10,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
542,11,Extremly deep
543,5,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
544,3,one week till exam block
545,8,@Forever_Yours13 I'm not at home with my cats right now!
546,12,hoping i didn't fail english. that would just be sad
547,12,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.
548,8,Leno's last show was tonight.  I like him better than Conan.
549,10,@MariusLT I'm sorry about your bad driving experiences.
550,8,@monpio i don't have any of that
551,10,Already misses @CMontecillo
552,6,"plan may changes , nooooooo"
